Note,Duration,Volume
G,1.25,73.51530169499429
G,1.25,72.30928256122107
G,1.25,71.8938640196467
F,1.25,70.2160816177442
G,1.25,69.71798508622634
G,1.25,69.56211994746373
G,1.25,70.23681323976281
G,1.25,71.04627579212423
G,1.25,72.14694240438942
G,1.25,72.05736082938924
G,1.25,71.33412211575079
G,1.25,71.41866848523
F,1.25,71.06939233561043
G,1.25,71.78058683639925
G,1.25,71.76387711485704
G,1.25,71.49190323533297
F,1.25,72.23958693743054
G,1.25,72.31297377849276
G,1.25,71.01159477901346
G,1.25,71.45676948543984
G,1.25,71.77864116792178
G,1.25,71.96828145764844
G,1.25,72.17524566148299
G,1.25,71.44801702765926
G,1.25,72.27307263373046
G,1.25,72.30276219564323
G,1.25,72.1275196428155
G,1.25,72.99888239957102
G,1.25,74.44834262044095
G,1.25,74.01360697271379
G,1.0,67.38949394977968
F,1.25,74.4415381237711
G,1.25,74.60706193218468
G,1.25,72.29756405772774
F,1.25,72.0802237843215
F,1.25,72.09657849743148
G,1.25,73.8464898230398
G,1.25,75.57684832870922
G,1.25,74.21603172382707
G,1.25,73.695716234175
G,1.25,73.35044958926893
G,1.25,73.86192375245778
G,1.25,73.78695825853133
G,1.25,74.02833613112308
G,1.25,74.96575967763245
G,1.25,74.82546598742549
G,1.25,74.78192709426219
F,1.25,75.13456645916393
F,1.25,75.37458561625205
G,1.25,74.57833632541403
F,1.25,74.3137767441499
F,1.25,74.11596597576803
F,1.25,75.21513588709364
G,1.25,75.00303944883542
F,1.25,75.54955534572133
F,1.25,76.361390540362
F,1.25,74.58539273973562
G,1.25,75.68865542887785
G,1.25,75.52527278450025
G,1.25,74.47384723290823
G,1.25,75.58541380087509
G,1.25,75.22852482649817
F,1.25,74.73726329533002
G,1.25,74.51302149635121
G,1.25,75.19579787523412
G,1.25,75.0412656889946
G,1.25,74.15146238915702
F,1.25,73.18304904680858
G,1.25,71.57226174100238
G,1.25,72.19214819736852
G,1.25,73.10885057471265
G,1.25,73.76536309093594
G,1.25,73.93205789093284
G,1.25,73.88823537183403
G,1.25,72.74919190506166
F,1.25,72.51220636808031
F,1.25,72.91537960566708
F,1.25,73.2835965975768
G,1.25,73.1479381455317
F,1.25,73.00732519642816
G,1.25,73.11626498954715
G,1.25,73.10231147948676
G,1.25,73.38391352498193
G,1.25,73.19410132661865
G,1.25,73.78025650291825
G,1.25,74.57254357946111
G,1.25,74.64198305005712
G,1.25,76.07501185174823
G,1.25,75.6312942109067
F,1.25,75.28246982661476
G,1.25,75.66036483955453
G,1.25,76.27172056297746
G,1.25,76.5721619531681
G,1.25,76.41131193024178
G,1.0,70.17974757719179
G,1.25,74.97645042083421
G,1.25,76.33529555540012
G,1.25,73.87096799639397
G,1.25,76.1681670979926
G,1.25,77.42123083319734
G,1.25,77.11256157080352
G,1.25,75.82767977742027
G,1.25,75.86013891803255
G,1.25,76.78565258445828
G,1.25,76.47812843409261
G,1.25,75.2540736984449
G,1.25,75.79102877060456
G,1.25,75.68539713071118
G,1.25,76.08369805631328
G,1.25,76.50214559386973
G,1.25,77.72960659967515
G,1.25,77.93160802965656
G,1.25,78.10309295656431
G,1.25,76.53197970825269
G,1.25,76.37645535582446
F,1.25,76.259116869895
G,1.25,76.82832221989074
G,1.25,76.88847660348326
G,1.25,76.26634845694124
G,1.25,78.30286788992252
G,1.25,78.62997054549128
F,1.25,79.61770511296075
E,1.0,71.14165512578396
E,0.75,66.62001814677515
D,0.75,61.541598975698086
D,0.5,54.33976716172002
D,0.5,52.348180348635694
D,0.5,51.07233732018372
D,0.5,49.8150949694186
D,0.5,52.64017050974174
E,0.75,57.09858917566233
E,0.75,61.4735127416008
F,1.0,69.96462781624739
G,1.25,73.83894433952733
G,1.25,74.27371305557499
G,1.25,74.92352467106542
G,1.25,76.5595875591616
G,1.25,75.73635797719801
G,1.25,74.2102494307275
F,1.25,73.7666104388644
F,1.25,74.48700869646314
F,1.25,74.18960399617636
G,1.25,75.24142722249424
G,1.25,74.63070100176415
G,1.25,74.59427284667335
G,1.25,74.61383176734823
G,1.25,74.81990106704593
G,1.25,75.42690506166795
G,1.25,77.28299658825085
G,1.25,78.1337276273966
G,1.25,78.59360207658173
G,1.25,79.39733059771669
G,1.25,78.00094829529115
G,1.25,77.57320447957224
G,1.25,76.57352404933435
G,1.25,78.07090092715643
G,1.25,78.49538959222212
G,1.25,77.95301049948318
G,1.25,71.79846028304306
G,1.25,74.38515702594951
G,1.25,76.55580976584055
G,1.25,76.37240124190777
G,1.25,75.89503765358701
G,1.25,76.39532326129024
G,1.25,76.87910412440839
G,1.25,76.8805831837293
G,1.25,78.29124031459591
G,1.25,80.37762619197501
G,1.25,79.99836713995943
G,1.25,78.7049948707188
G,1.25,78.51349789777187
G,1.25,78.78647707755316
G,1.25,79.10462738880727
G,1.25,79.79787406837487
G,1.25,80.9714252018683
G,1.25,80.7046769330007
G,1.25,80.13440659656648
G,1.25,80.16931908792054
G,1.25,80.58135786062344
G,1.25,81.83703651892783
G,1.25,81.22089587559162
G,1.25,80.4055866032501
G,1.25,80.5690544636404
G,1.25,80.60371091837447
E,1.0,72.2015681222945
D,0.75,62.919521267087895
D,0.75,64.11590310321513
D,0.75,73.11404373877969
D,0.75,65.09536033200439
D,0.75,60.48070403270305
D,0.5,56.18750608130688
D,0.5,51.58599811149192
D,0.5,45.55155945691792
D,0.5,41.30682691784601
D,0.5,41.67455142104404
D,0.5,44.54280085954318
D,0.5,41.474882609405235
D,0.5,49.33944825254716
F,1.0,69.85490642947627
G,1.25,76.31776763578993
G,1.25,78.01394247433416
G,1.25,76.6924132102306
G,1.25,76.33051708594655
G,1.25,76.15122298384276
G,1.25,74.86576760470341
G,1.25,74.67866650346225
G,1.25,75.97201129996192
G,1.25,75.7839914745129
G,1.25,76.4845049855059
G,1.25,78.46336375929683
G,1.25,78.28802444957373
G,1.25,79.00777070558703
G,1.25,80.25093224685833
G,1.25,80.83029788689157
G,1.25,81.74434520062484
G,1.25,81.40461868457253
G,1.25,80.20783758053359
G,1.25,79.97068378758559
G,1.25,79.86649048362905
G,1.25,79.41810185509001
G,1.25,79.82173187071102
G,1.25,81.36429142088862
G,1.25,76.34423733028684
G,1.25,74.71164086482791
G,1.25,77.2589282522363
G,1.25,77.55759440597483
G,1.25,80.00262040210457
G,1.25,79.07243489310112
G,1.25,80.8908437278994
G,1.25,81.66752900763952
G,1.25,82.33858940881149
G,1.25,82.04186806867018
G,1.25,81.70992484825877
G,1.25,81.21367707289019
G,1.25,81.1878534346755
G,1.25,81.42194465816449
G,1.25,82.00502121657223
G,1.25,82.32063513713055
G,1.25,82.9426677313811
G,1.25,82.53247068149494
G,1.25,81.10867493568969
G,1.25,81.59577086879142
G,1.25,83.00568347672007
G,1.25,82.81077285055918
G,1.25,82.69208975464937
G,1.25,81.97302565417765
G,1.25,81.61591856877511
E,0.75,65.06526240936326
D,0.75,64.89737450747243
D,0.75,72.76080949383321
E,1.0,79.94962148236226
E,1.0,84.95894317378159
E,1.0,77.97331782891516
E,0.75,72.59423931205458
D,0.75,65.26412164945249
D,0.5,56.53965330722063
D,0.5,50.62859935650835
D,0.5,45.437607540043366
D,0.5,39.84895996052008
D,0.5,36.23257276196249
D,0.25,35.146792372914284
D,0.5,37.42884385224561
D,0.5,35.29050713824967
E,1.0,61.90250681961251
G,1.25,80.52474590628958
G,1.25,79.424980260039
G,1.25,78.6661693983975
G,1.25,76.71509123903229
G,1.25,76.90015718138227
G,1.25,77.27073756732182
G,1.25,76.60290286229434
G,1.25,76.90947351037124
G,1.25,78.34792159194237
G,1.25,80.19081019328064
G,1.25,80.29289808273685
G,1.25,83.09690412907138
G,1.25,84.42046598742549
G,1.25,83.6337703325484
G,1.25,83.31986368546626
G,1.25,81.7990158774568
G,1.25,81.53399990674035
G,1.25,81.3839974586743
G,1.25,81.49016767309381
G,1.25,80.78814238418316
G,1.25,81.35723442369418
G,1.25,82.64874965999083
G,1.25,78.19480854569336
G,1.25,75.78971711237011
G,1.25,77.99556585297616
G,1.25,79.11072420010416
A,1.25,82.41874441413505
A,1.25,83.10673253130028
G,1.25,82.65555936365827
A,1.25,83.13027154103814
A,1.25,84.33637760058443
G,1.25,82.73393621816544
G,1.25,82.11338074032625
G,1.25,82.47205272279344
G,1.25,83.94652592229917
G,1.25,84.17529889720453
G,1.25,85.16273635494625
G,1.25,85.29096240081448
G,1.25,85.33928605845826
G,1.25,84.15437080817266
G,1.25,83.38210840658103
G,1.25,84.11328685893699
G,1.25,85.34367610143542
G,1.25,85.85863735981907
A,1.25,84.09649168823296
A,1.25,81.92218771614868
E,0.75,65.6708356065375
E,1.0,74.64032357215578
F,1.25,95.02558998391271
G,1.5,105.96694901028188
G,1.5,110.38034474986983
G,1.5,110.25162318435103
F,1.5,107.71632809524921
F,1.25,102.13222362111709
E,1.25,95.4022873485502
E,1.0,81.70192989205195
D,0.75,64.57070135148788
D,0.5,52.483747717081286
D,0.5,43.69521663441437
D,0.5,38.07617060300141
D,0.5,35.07993864291654
D,0.25,34.79024682722871
D,0.25,33.01150000388582
D,0.25,32.10201996533849
E,0.75,60.038728054836675
G,1.25,79.07660729135094
G,1.25,80.34593030394876
A,1.25,79.65659757680321
G,1.25,80.07461305013483
G,1.25,80.33765805569156
G,1.25,80.77671710459848
G,1.25,81.11632739580175
G,1.25,81.44508004787329
A,1.25,82.23355991544456
G,1.25,84.00286532528192
G,1.25,84.46187234307119
G,1.25,84.08861940733487
G,1.25,83.81092389234728
G,1.25,83.77987040793327
G,1.25,82.68632716265262
G,1.25,82.33109304205233
G,1.25,82.41903969752784
G,1.25,82.32052524616664
G,1.25,83.29942991148104
G,1.25,83.90098909639164
G,1.25,84.55904513767456
G,1.25,79.86758818866427
G,1.25,78.8367054471412
G,1.25,82.84984705416053
G,1.25,81.71351965835878
G,1.25,82.04101377134286
G,1.25,81.58490654605085
G,1.25,82.64545001670903
A,1.25,84.13272314316133
A,1.25,86.10212406643195
A,1.5,86.74089311666006
A,1.25,86.53140200352833
G,1.25,86.88305685730496
G,1.25,86.34647427976343
G,1.25,86.75378432149712
G,1.25,87.55226850232759
G,1.25,87.85405753343747
G,1.25,87.094798908862
A,1.25,86.59470017019886
A,1.25,87.17715025685266
G,1.25,86.19498193094122
G,1.25,87.07234847248452
A,1.5,86.06020587069547
A,1.25,84.09561974928695
E,0.75,64.72172091270117
E,0.75,63.3783360534067
F,1.25,97.15571837137551
G,1.5,111.50057455721091
G,1.5,116.05619263559565
G,1.5,117.45500252578242
G,1.5,117.63803187148818
G,1.5,116.5365339270865
G,1.5,112.65619997979373
F,1.5,106.3102978091752
E,1.25,96.74374499700792
E,1.0,81.25431263746084
D,0.75,65.60508101932807
D,0.5,52.29283334499079
D,0.5,42.60582950580152
D,0.5,37.0517413909678
D,0.25,33.38458845289999
D,0.25,32.128032881801154
D,0.25,30.993178600017096
D,0.25,33.3995387532738
F,1.0,68.36453342970165
A,1.25,80.93181059740584
G,1.25,80.05002790018108
G,1.25,79.47125018457642
G,1.25,81.81877515096407
A,1.25,83.56050748797338
G,1.25,84.28346937585974
A,1.25,85.30575489807497
A,1.25,85.00414931648442
G,1.25,84.2259289439121
A,1.25,84.454886223217
A,1.5,87.23309563777948
A,1.25,87.1061629090796
A,1.25,86.55733164688786
A,1.25,85.74751179346096
G,1.25,84.10350831176704
G,1.25,84.93467677756796
G,1.25,84.68257925128039
G,1.25,84.87172619741517
A,1.25,86.41506955616174
A,1.25,85.98045366937897
G,1.25,81.43989931842732
G,1.25,74.47110466065142
A,1.25,83.83176676536647
A,1.25,84.09730549532536
A,1.5,87.83748579733121
A,1.25,81.93583766602161
G,1.25,84.09684339371896
A,1.25,85.975284947114
A,1.5,88.90041321800221
A,1.5,88.04255356601617
A,1.5,89.64715118944922
A,1.5,90.13170354308984
A,1.5,90.57980951714812
A,1.5,90.73503819760168
A,1.5,89.93762009123904
G,1.25,87.80959723485114
A,1.25,87.28293010188617
A,1.5,88.18610252345091
A,1.25,87.65641816853574
G,1.25,86.94251657301842
A,1.5,88.0656105398957
A,1.25,87.7605224872351
F,1.0,77.2780694473588
D,0.5,53.05405038353035
E,0.75,71.92127820133206
F,1.25,100.4561055543898
G,1.5,111.61751171574456
G,1.5,114.40927941370761
G,1.5,112.95949262860118
G,1.5,115.46209589424355
G,1.5,114.58904789660613
G,1.5,110.87513472134792
F,1.25,104.15867540198798
E,1.25,97.12005467347463
E,1.0,87.46119994093554
D,1.0,76.6175320774366
D,0.75,63.410889658281064
D,0.5,49.78337572761962
D,0.5,40.727226030324935
D,0.25,35.061008020330604
D,0.25,32.54560082534797
D,0.25,30.861790663153887
D,0.25,29.038773052621764
E,0.5,42.531777412510785
G,1.25,73.90586152495084
G,1.25,73.63529205816293
G,1.25,76.11443290356173
G,1.25,79.85566311502801
G,1.25,79.29532963403355
G,1.25,81.63641167921786
G,1.25,81.51040898245941
G,1.25,84.08386635113816
G,1.25,84.90019697216975
G,1.25,85.8976574728187
G,1.25,88.2499345239483
A,1.5,88.26117270134371
A,1.5,89.55761154243704
A,1.5,89.05147847644805
G,1.25,88.75421844520606
G,1.25,87.79796748346584
G,1.25,86.20212282296986
G,1.25,86.44904945093377
A,1.5,88.10810438087245
A,1.5,88.74614460687168
G,1.25,82.67666484033168
F,1.0,67.67261554483069
G,1.25,76.27680115486542
G,1.25,75.42332738803013
G,1.25,80.08541306256947
G,1.25,77.84280342418377
F,1.25,73.43918331740149
G,1.25,79.57416295570944
A,1.25,85.82327310313741
A,1.5,89.22965361808616
A,1.5,90.71616446340724
G,1.25,87.97261989694807
G,1.5,87.99456945124463
A,1.5,92.11245813029929
A,1.5,91.62825274144537
A,1.5,88.63378700271231
A,1.25,87.99155405562938
A,1.5,90.3700329517459
A,1.5,90.06629716412922
A,1.5,91.90517431784446
A,1.5,92.61551634764092
G,1.25,82.6614654200959
E,0.75,61.673944650392855
D,0.5,48.24480295011385
E,1.0,82.9560747787026
F,1.25,101.13249772679583
G,1.5,108.246110683671
G,1.5,111.17221410086032
G,1.5,113.25825701584637
G,1.5,112.16373668135508
G,1.5,111.56732772221056
G,1.5,109.09279452565805
F,1.25,104.25376745704227
F,1.25,100.7136232154376
F,1.25,96.22062126475639
E,1.25,91.45037692445192
E,1.0,81.957159893684
D,0.75,62.677014564049955
D,0.5,40.68742956952896
D,0.5,37.448598151904434
D,0.25,33.256845802926804
D,0.25,32.19641125177776
D,0.25,29.336899310655692
D,0.25,30.60505412945995
F,1.0,58.1721132249967
F,1.0,64.26494769687503
F,1.0,67.48558714726478
F,1.0,67.79231645333519
G,1.25,70.44245179641418
G,1.25,78.02200100254133
G,1.25,73.91865912040598
G,1.25,76.79889794284738
G,1.25,82.60979871457104
G,1.25,87.72001577642553
A,1.5,89.83029225245389
A,1.5,90.13678265836656
A,1.5,89.77052532388302
A,1.5,90.29997637421991
G,1.5,89.94987219541008
G,1.25,90.29071390268355
G,1.25,86.60040832187016
G,1.25,82.31730938114445
A,1.25,87.05842974050499
A,1.5,88.31064803804995
G,1.25,80.79640480131808
F,0.75,57.3773117514941
F,1.0,67.63734781189527
F,1.0,65.54429313064901
F,1.0,61.14446503928563
F,1.0,71.02213937655918
F,1.0,71.71848375339037
F,1.0,69.50231703620807
G,1.25,76.41316325103169
G,1.25,79.15601412106659
F,1.25,79.90865741064559
F,1.25,78.15754237485719
F,1.25,73.705724782977
G,1.25,78.21424758884926
G,1.25,79.16312971641293
A,1.25,88.29495441934205
A,1.5,92.71351340219006
A,1.5,93.55963387812517
A,1.5,93.34356488929302
A,1.5,96.22730650563832
A,1.5,94.12502082799034
F,1.0,74.08436649491347
D,0.5,52.35061982700333
E,0.5,46.5043089847909
E,1.0,85.63118614627778
F,1.25,101.37880833585912
F,1.25,101.0472847839096
F,1.25,104.6975163398693
G,1.5,110.28463718107139
G,1.5,110.88084602053267
F,1.25,101.31056783474388
E,1.25,91.89774723523972
F,1.25,92.9195828184623
F,1.25,93.03108562013787
E,1.25,91.00802320611162
E,1.0,85.00351713257638
E,1.0,77.44176124750336
D,0.75,62.25585678425155
D,0.5,42.914445532473785
D,0.25,35.680046746403676
D,0.25,32.766440278846375
D,0.25,32.798647501806904
D,0.25,33.29570737450747
D,0.25,31.408251731132406
E,0.75,49.408520824104514
E,0.75,52.07656388675169
F,1.0,60.567180138801454
F,1.0,64.77749135405253
F,1.0,64.90583397449349
G,1.0,63.04374045059958
G,1.25,67.87902038500695
G,1.0,65.25781803486356
G,1.25,76.10358000512929
G,1.25,86.65357876166718
G,1.5,90.09406196327124
G,1.5,90.67629844644954
G,1.5,92.72114775438513
A,1.5,94.32867567399533
A,1.5,94.38555959680741
G,1.25,88.49151919983214
G,1.25,81.5497921086786
G,1.25,77.82176155836889
G,1.25,76.15627998880882
G,1.25,73.0169368476681
G,1.0,66.56571464098919
E,0.5,45.4917046311192
F,0.75,55.48437216820934
F,1.0,57.396606980485416
F,1.0,57.04651702377344
F,1.0,64.65737746069495
F,1.0,66.73561046217931
F,1.0,68.99290853559022
F,1.0,71.02345212282297
F,1.0,66.93104338128435
F,1.0,68.5709807030224
F,1.0,65.69059950416947
F,1.0,63.49589847909041
F,1.0,64.3200098311223
F,1.0,71.29387423935091
F,1.0,70.00859745245701
A,1.25,82.20260004041252
A,1.5,90.29583362476977
A,1.5,91.27442536507269
A,1.5,91.1988182058396
G,1.25,81.2891823459467
E,0.75,61.44420251334779
E,0.5,55.32221425629309
E,0.5,51.7254505218655
E,0.75,69.40831697403496
E,1.0,77.08532415502866
E,1.0,77.09428815680057
E,1.0,77.9027374041174
F,1.25,100.27128154313647
F,1.25,100.04850496996262
E,0.75,72.83036507270367
E,1.0,78.4880848352024
E,1.0,85.9915214924654
E,0.75,72.02607112603266
E,0.75,64.87925889658281
E,0.75,62.295435406029235
E,0.75,73.06404867376993
E,0.75,67.35995865488486
D,0.5,46.614123126063745
D,0.5,38.99311421199475
D,0.25,35.21008288452123
D,0.25,31.34433634095731
D,0.25,32.84082328849098
D,0.25,33.31551661964826
E,0.5,41.893381711781025
E,0.75,50.162915024908095
F,0.75,50.475627715216085
F,1.0,52.06822488012248
F,1.0,59.00758881039535
F,1.0,58.839349669316796
G,1.0,59.464032197897
F,1.0,54.36092319289983
F,1.0,68.06710611394776
G,1.25,80.39176171380166
G,1.5,92.06631173595082
A,1.5,93.10829416427688
G,1.5,92.244899862442
A,1.5,93.80697154803262
A,1.5,92.68978534735336
G,1.25,89.03525906755885
G,1.25,82.96670264935145
G,1.25,78.81557968649211
G,1.25,72.9884888049552
A,1.25,77.96347353368616
G,1.25,70.42808312544201
E,0.5,45.30805829505801
F,0.75,53.95716894764247
F,1.0,57.648100650486114
F,1.0,61.17152495084439
F,1.0,64.00380895759017
F,1.0,61.29823191345504
F,1.0,67.26286649102765
F,1.0,63.83475185159279
F,1.0,64.22346572318979
F,1.0,66.76821912911024
F,1.0,58.978381400915495
F,1.0,58.10002075027395
F,1.0,61.84256701095023
F,1.0,68.76464592416436
F,1.0,63.23703562518943
G,1.25,80.91783738624265
G,1.25,82.55877173144326
F,1.0,69.06049874488045
G,1.25,70.78816729228353
G,1.25,79.09170665174513
E,0.75,60.274597429142084
D,0.5,53.02321306723244
D,0.5,47.76926942715255
F,1.0,91.77823199117142
F,1.25,98.1731195355669
F,1.25,93.45648889044321
E,1.25,93.40830722062903
F,1.25,104.65100448423523
F,1.25,99.33299324644642
E,1.0,81.1308711617822
F,1.25,98.7388353423018
F,1.25,101.52143503299061
E,1.25,93.32011012411306
F,1.25,92.46872051634764
F,1.25,100.15021974306964
F,1.25,95.73661040000623
E,0.75,73.2007620091239
D,0.5,46.65374732849937
D,0.5,37.89340984511124
